comparison,condition_number_full,delta_r2,delta_r2_ratio_vs_primary,dropped_zero_variance_columns_full,effective_p_full,n,nb09_primary_delta_r2,nb09_primary_partial_r2,outcome,p_full,p_reduced,partial_r2,r2_full,r2_reduced,rank_full,status,subset,variant
RQ3,206.71350284933928,0.38750564265940557,1.18429730896526,2,,2485963,0.327203008675225,0.4000037530343109,B,21,6,0.3990221521022766,0.41636747246558425,0.028861829806178685,,OK,SOURCE_025,V2_M3DENS
RQ4,269.4440302681141,0.012284848544291016,1.3309321952038917,2,,2485963,0.009230258752895404,0.018806679336804823,B,25,21,0.021048944266675747,0.42865232100987527,0.41636747246558425,,OK,SOURCE_025,V2_M3DENS
RQ5,574.6320076503431,0.2837759962949874,1.3438474097365871,2,,2485963,0.2111668290900761,0.43849975925302154,B,43,25,0.4966783041747374,0.7124283173048627,0.42865232100987527,,OK,SOURCE_025,V2_M3DENS
SENS_M2A,255.99700997163876,0.010938963289504278,1.3363239794529338,2,,2485963,0.008185861705469422,0.01667871728318581,B,24,21,0.018742895183920718,0.42730643575508853,0.41636747246558425,,OK,SOURCE_025,V2_M3DENS
RQ3,,,,3,20,1350025,,,A,,,,,,19,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V2_M3DENS
RQ4,,,,3,24,1350025,,,A,,,,,,23,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V2_M3DENS
RQ5,,,,3,42,1350025,,,A,,,,,,41,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V2_M3DENS
SENS_M2A,,,,3,23,1350025,,,A,,,,,,22,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V2_M3DENS
RQ3,,,,3,20,1350025,,,B,,,,,,19,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V2_M3DENS
RQ4,,,,3,24,1350025,,,B,,,,,,23,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V2_M3DENS
RQ5,,,,3,42,1350025,,,B,,,,,,41,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V2_M3DENS
SENS_M2A,,,,3,23,1350025,,,B,,,,,,22,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V2_M3DENS
RQ3,229.26094517328386,0.6209535712797958,0.9999999999999452,0,,3835988,0.6209535712798299,0.6392520223337895,A,23,8,0.6392520223337517,0.6495783552689848,0.028624783989188995,,OK,FULL,V3_M3DENS_LOGMCB
RQ4,301.2599021399668,0.006590267505281688,1.0000000000127864,0,,3835988,0.0065902675051974224,0.018806679336993738,A,27,23,0.018806679337232148,0.6561686227742665,0.6495783552689848,,OK,FULL,V3_M3DENS_LOGMCB
RQ5,,,,0,45,3835988,,,A,,,,,,44,NOT_IDENTIFIABLE_EXACT_IDENTITY,FULL,V3_M3DENS_LOGMCB
SENS_M2A,286.4925541099341,0.00584458354250883,0.9999999999966948,0,,3835988,0.005844583542528148,0.01667871728361731,A,26,23,0.016678717283560355,0.6554229388114936,0.6495783552689848,,OK,FULL,V3_M3DENS_LOGMCB
RQ3,229.26094517328386,0.3272030086751767,0.9999999999998525,0,,3835988,0.327203008675225,0.4000037530343109,B,23,8,0.40000375303425184,0.5092031619408419,0.1820001532656652,,OK,FULL,V3_M3DENS_LOGMCB
RQ4,301.2599021399668,0.009230258752943143,1.000000000005172,0,,3835988,0.009230258752895404,0.018806679336804823,B,27,23,0.018806679336900244,0.5184334206937851,0.5092031619408419,,OK,FULL,V3_M3DENS_LOGMCB
RQ5,,,,0,45,3835988,,,B,,,,,,44,NOT_IDENTIFIABLE_EXACT_IDENTITY,FULL,V3_M3DENS_LOGMCB
SENS_M2A,286.4925541099341,0.008185861705525488,1.0000000000068492,0,,3835988,0.008185861705469422,0.01667871728318581,B,26,23,0.016678717283298405,0.5173890236463674,0.5092031619408419,,OK,FULL,V3_M3DENS_LOGMCB
RQ3,228.92971320162633,0.6211786309431373,1.0003624420145352,1,,3785441,0.6209535712798299,0.6392520223337895,A,22,7,0.6390787177644474,0.649187835949879,0.028009205006741755,,OK,KNOWN_DIR,V3_M3DENS_LOGMCB
RQ4,300.65152071550057,0.006613606046281584,1.0035413647573115,1,,3785441,0.0065902675051974224,0.018806679336993738,A,26,22,0.018852271169641343,0.6558014419961606,0.649187835949879,,OK,KNOWN_DIR,V3_M3DENS_LOGMCB
RQ5,,,,1,44,3785441,,,A,,,,,,43,NOT_IDENTIFIABLE_EXACT_IDENTITY,KNOWN_DIR,V3_M3DENS_LOGMCB
SENS_M2A,285.96111994379953,0.005877953841734507,1.0057096111234514,1,,3785441,0.005844583542528148,0.01667871728361731,A,25,22,0.016755273744996815,0.6550657897916136,0.649187835949879,,OK,KNOWN_DIR,V3_M3DENS_LOGMCB
RQ3,228.92971320162633,0.32635130253328426,0.9973970100538222,1,,3785441,0.327203008675225,0.4000037530343109,B,22,7,0.3996538360509221,0.5097663655337004,0.1834150630004161,,OK,KNOWN_DIR,V3_M3DENS_LOGMCB
RQ4,300.65152071550057,0.009242017413540804,1.001273925353578,1,,3785441,0.009230258752895404,0.018806679336804823,B,26,22,0.01885227116985204,0.5190083829472412,0.5097663655337004,,OK,KNOWN_DIR,V3_M3DENS_LOGMCB
RQ5,,,,1,44,3785441,,,B,,,,,,43,NOT_IDENTIFIABLE_EXACT_IDENTITY,KNOWN_DIR,V3_M3DENS_LOGMCB
SENS_M2A,285.96111994379953,0.008213998744687867,1.0034372727308165,1,,3785441,0.008185861705469422,0.01667871728318581,B,25,22,0.01675527374540542,0.5179803642783882,0.5097663655337004,,OK,KNOWN_DIR,V3_M3DENS_LOGMCB
RQ3,269.69637478319873,0.6549929923845128,1.0548179810521505,0,,3728608,0.6209535712798299,0.6392520223337895,A,23,8,0.6712807225389823,0.6792566567615629,0.024263664377050076,,OK,NO_ANOMALY,V3_M3DENS_LOGMCB
RQ4,359.1640187344596,0.005288880228334958,0.8025289146705921,0,,3728608,0.0065902675051974224,0.018806679336993738,A,27,23,0.016489446592826907,0.6845455369898978,0.6792566567615629,,OK,NO_ANOMALY,V3_M3DENS_LOGMCB
RQ5,,,,0,45,3728608,,,A,,,,,,44,NOT_IDENTIFIABLE_EXACT_IDENTITY,NO_ANOMALY,V3_M3DENS_LOGMCB
SENS_M2A,340.3613540558423,0.005045131593930385,0.8632148992686056,0,,3728608,0.005844583542528148,0.01667871728361731,A,26,23,0.015729497432406224,0.6843017883554933,0.6792566567615629,,OK,NO_ANOMALY,V3_M3DENS_LOGMCB
RQ3,269.69637478319873,0.35582372811370866,1.0874708321123416,0,,3728608,0.327203008675225,0.4000037530343109,B,23,8,0.4421260063501982,0.5510221036829834,0.19519837556927477,,OK,NO_ANOMALY,V3_M3DENS_LOGMCB
RQ4,359.1640187344596,0.007403397042481941,0.8020790359923115,0,,3728608,0.009230258752895404,0.018806679336804823,B,27,23,0.01648944659238751,0.5584255007254654,0.5510221036829834,,OK,NO_ANOMALY,V3_M3DENS_LOGMCB
RQ5,,,,0,45,3728608,,,B,,,,,,44,NOT_IDENTIFIABLE_EXACT_IDENTITY,NO_ANOMALY,V3_M3DENS_LOGMCB
SENS_M2A,340.3613540558423,0.007062196667337872,0.8627310015046104,0,,3728608,0.008185861705469422,0.01667871728318581,B,26,23,0.015729497432433424,0.5580843003503213,0.5510221036829834,,OK,NO_ANOMALY,V3_M3DENS_LOGMCB
RQ3,297.41846688069023,0.635366693618736,1.0232112721555005,0,,2387120,0.6209535712798299,0.6392520223337895,A,23,8,0.68181850121646,0.7034959795135122,0.06812928589477618,,OK,CENTRAL_LENGTH,V3_M3DENS_LOGMCB
RQ4,398.3717456996262,0.0057653781805724336,0.8748321939929693,0,,2387120,0.0065902675051974224,0.018806679336993738,A,27,23,0.01944451940689678,0.7092613576940846,0.7034959795135122,,OK,CENTRAL_LENGTH,V3_M3DENS_LOGMCB
RQ5,,,,0,45,2387120,,,A,,,,,,44,NOT_IDENTIFIABLE_EXACT_IDENTITY,CENTRAL_LENGTH,V3_M3DENS_LOGMCB
SENS_M2A,373.06454514053564,0.005369433464204598,0.9187024918257876,0,,2387120,0.005844583542528148,0.01667871728361731,A,26,23,0.01810914218092126,0.7088654129777168,0.7034959795135122,,OK,CENTRAL_LENGTH,V3_M3DENS_LOGMCB
RQ3,297.41846688069023,0.3959015828948793,1.2099570370633208,0,,2387120,0.327203008675225,0.4000037530343109,B,23,8,0.4539665097919163,0.5238073328667265,0.12790574997184723,,OK,CENTRAL_LENGTH,V3_M3DENS_LOGMCB
RQ4,398.3717456996262,0.009259337557118608,1.0031503780123263,0,,2387120,0.009230258752895404,0.018806679336804823,B,27,23,0.019444519406106624,0.5330666704238451,0.5238073328667265,,OK,CENTRAL_LENGTH,V3_M3DENS_LOGMCB
RQ5,,,,0,45,2387120,,,B,,,,,,44,NOT_IDENTIFIABLE_EXACT_IDENTITY,CENTRAL_LENGTH,V3_M3DENS_LOGMCB
SENS_M2A,373.06454514053564,0.008623440714212727,1.053455460706224,0,,2387120,0.008185861705469422,0.01667871728318581,B,26,23,0.018109142180048016,0.5324307735809393,0.5238073328667265,,OK,CENTRAL_LENGTH,V3_M3DENS_LOGMCB
RQ3,206.71350284933928,0.6047057576899072,0.9738340926899981,2,,2485963,0.6209535712798299,0.6392520223337895,A,21,6,0.6210222895794235,0.630979423165854,0.026273665475946784,,OK,SOURCE_025,V3_M3DENS_LOGMCB
RQ4,269.4440302681141,0.00776749355504347,1.178630996225514,2,,2485963,0.0065902675051974224,0.018806679336993738,A,25,21,0.021048944266689282,0.6387469167208975,0.630979423165854,,OK,SOURCE_025,V3_M3DENS_LOGMCB
RQ5,,,,2,43,2485963,,,A,,,,,,42,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_025,V3_M3DENS_LOGMCB
SENS_M2A,255.99700997163876,0.006916513992335616,1.183405787941529,2,,2485963,0.005844583542528148,0.01667871728361731,A,24,21,0.018742895183983737,0.6378959371581896,0.630979423165854,,OK,SOURCE_025,V3_M3DENS_LOGMCB
RQ3,206.71350284933928,0.38750564265940557,1.18429730896526,2,,2485963,0.327203008675225,0.4000037530343109,B,21,6,0.3990221521022766,0.41636747246558425,0.028861829806178685,,OK,SOURCE_025,V3_M3DENS_LOGMCB
RQ4,269.4440302681141,0.012284848544291016,1.3309321952038917,2,,2485963,0.009230258752895404,0.018806679336804823,B,25,21,0.021048944266675747,0.42865232100987527,0.41636747246558425,,OK,SOURCE_025,V3_M3DENS_LOGMCB
RQ5,,,,2,43,2485963,,,B,,,,,,42,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_025,V3_M3DENS_LOGMCB
SENS_M2A,255.99700997163876,0.010938963289504278,1.3363239794529338,2,,2485963,0.008185861705469422,0.01667871728318581,B,24,21,0.018742895183920718,0.42730643575508853,0.41636747246558425,,OK,SOURCE_025,V3_M3DENS_LOGMCB
RQ3,,,,3,20,1350025,,,A,,,,,,19,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V3_M3DENS_LOGMCB
RQ4,,,,3,24,1350025,,,A,,,,,,23,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V3_M3DENS_LOGMCB
RQ5,,,,3,42,1350025,,,A,,,,,,40,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V3_M3DENS_LOGMCB
SENS_M2A,,,,3,23,1350025,,,A,,,,,,22,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V3_M3DENS_LOGMCB
RQ3,,,,3,20,1350025,,,B,,,,,,19,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V3_M3DENS_LOGMCB
RQ4,,,,3,24,1350025,,,B,,,,,,23,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V3_M3DENS_LOGMCB
RQ5,,,,3,42,1350025,,,B,,,,,,40,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V3_M3DENS_LOGMCB
SENS_M2A,,,,3,23,1350025,,,B,,,,,,22,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V3_M3DENS_LOGMCB
RQ3,58.59578166819089,0.1748407550779587,0.5343494724753648,0,,3835988,0.327203008675225,0.4000037530343109,B,21,8,0.21374179442205013,0.3568409083436239,0.1820001532656652,,OK,FULL,V4_B_SSOT182
RQ4,72.915683999702,0.05342554589362558,5.788087563294662,0,,3835988,0.009230258752895404,0.018806679336804823,B,25,21,0.08306738812637282,0.4102664542372495,0.3568409083436239,,OK,FULL,V4_B_SSOT182
RQ5,1037.330126915759,0.2983681255589655,1.4129497840387255,0,,3835988,0.2111668290900761,0.43849975925302154,B,43,25,0.5059371773960419,0.708634579796215,0.4102664542372495,,OK,FULL,V4_B_SSOT182
SENS_M2A,70.618653098225,0.047814102362215616,5.841059143506957,0,,3835988,0.008185861705469422,0.01667871728318581,B,24,21,0.07434257399530239,0.40465501070583954,0.3568409083436239,,OK,FULL,V4_B_SSOT182
RQ3,58.42396084673703,0.1747629927082539,0.5341118146065706,1,,3785441,0.327203008675225,0.4000037530343109,B,20,7,0.21401691947734636,0.35817805570867,0.1834150630004161,,OK,KNOWN_DIR,V4_B_SSOT182
RQ4,72.70415189903154,0.05300388890313468,5.742405529694181,1,,3785441,0.009230258752895404,0.018806679336804823,B,24,20,0.0825834787585194,0.4111819446118047,0.35817805570867,,OK,KNOWN_DIR,V4_B_SSOT182
RQ5,1034.0657621186401,0.29769640087855775,1.4097687698458135,1,,3785441,0.2111668290900761,0.43849975925302154,B,42,24,0.5055830033647538,0.7088783454903624,0.4111819446118047,,OK,KNOWN_DIR,V4_B_SSOT182
SENS_M2A,70.41636454244363,0.047504933853260045,5.803290546860742,1,,3785441,0.008185861705469422,0.01667871728318581,B,23,20,0.07401575199444572,0.40568298956193005,0.35817805570867,,OK,KNOWN_DIR,V4_B_SSOT182
RQ3,68.05709918051427,0.17460658595906975,0.5336338032648736,0,,3728608,0.327203008675225,0.4000037530343109,B,21,8,0.2169560555777672,0.3698049615283445,0.19519837556927477,,OK,NO_ANOMALY,V4_B_SSOT182
RQ4,84.75257976707772,0.06242372577921895,6.762944295536406,0,,3728608,0.009230258752895404,0.018806679336804823,B,25,21,0.09905461320452241,0.4322286873075635,0.3698049615283445,,OK,NO_ANOMALY,V4_B_SSOT182
RQ5,1392.898751601328,0.2838633961205377,1.3442612996734058,0,,3728608,0.2111668290900761,0.43849975925302154,B,43,25,0.49996079367663887,0.7160920834281012,0.4322286873075635,,OK,NO_ANOMALY,V4_B_SSOT182
SENS_M2A,82.03015185889068,0.056070905835606144,6.849725521033675,0,,3728608,0.008185861705469422,0.01667871728318581,B,24,21,0.08897389286273803,0.42587586736395067,0.3698049615283445,,OK,NO_ANOMALY,V4_B_SSOT182
RQ3,93.224828535638,0.1991324439516463,0.608589892733233,0,,2387120,0.327203008675225,0.4000037530343109,B,21,8,0.22833821452809483,0.32703819392349354,0.12790574997184723,,OK,CENTRAL_LENGTH,V4_B_SSOT182
RQ4,114.51272225354442,0.07608667482606635,8.24317896854181,0,,2387120,0.009230258752895404,0.018806679336804823,B,25,21,0.11306239691323038,0.4031248687495599,0.32703819392349354,,OK,CENTRAL_LENGTH,V4_B_SSOT182
RQ5,1763.090944659486,0.2917434924067486,1.3815782226019095,0,,2387120,0.2111668290900761,0.43849975925302154,B,43,25,0.48878480126245577,0.6948683611563085,0.4031248687495599,,OK,CENTRAL_LENGTH,V4_B_SSOT182
SENS_M2A,110.56268741682582,0.0640709913453219,7.827030757496498,0,,2387120,0.008185861705469422,0.01667871728318581,B,24,21,0.09520747056785853,0.39110918526881544,0.32703819392349354,,OK,CENTRAL_LENGTH,V4_B_SSOT182
RQ3,75.98890212940692,0.20891901230397236,0.6384996676828882,2,,2485963,0.327203008675225,0.4000037530343109,B,19,6,0.215128000027304,0.23778084211015105,0.028861829806178685,,OK,SOURCE_025,V4_B_SSOT182
RQ4,89.80128218413094,0.06034254989227883,6.537471105384799,2,,2485963,0.009230258752895404,0.018806679336804823,B,23,19,0.07916692891757406,0.2981233920024299,0.23778084211015105,,OK,SOURCE_025,V4_B_SSOT182
RQ5,815.4098504158964,0.38918427513556175,1.8430180384512467,2,,2485963,0.2111668290900761,0.43849975925302154,B,41,23,0.5544910183655944,0.6873076671379916,0.2981233920024299,,OK,SOURCE_025,V4_B_SSOT182
SENS_M2A,87.11041776372534,0.0545858718226202,6.668311020469402,2,,2485963,0.008185861705469422,0.01667871728318581,B,22,19,0.07161440546015324,0.29236671393277125,0.23778084211015105,,OK,SOURCE_025,V4_B_SSOT182
RQ3,,,,3,18,1350025,,,B,,,,,,17,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V4_B_SSOT182
RQ4,,,,3,22,1350025,,,B,,,,,,21,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V4_B_SSOT182
RQ5,,,,3,40,1350025,,,B,,,,,,39,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V4_B_SSOT182
SENS_M2A,,,,3,21,1350025,,,B,,,,,,20,NOT_IDENTIFIABLE_EXACT_IDENTITY,SOURCE_026,V4_B_SSOT182
RQ3,230.55089824558738,0.6209535712798877,1.0000000000000933,0,,3835988,0.6209535712798299,0.6392520223337895,A,23,8,0.639252022333845,0.6495783552690748,0.028624783989187108,,OK,FULL,V5_SRC_DOM
RQ4,302.51348232445093,0.006590267505191649,0.999999999999124,0,,3835988,0.0065902675051974224,0.018806679336993738,A,27,23,0.018806679336980034,0.6561686227742665,0.6495783552690748,,OK,FULL,V5_SRC_DOM
RQ5,1175.284950001191,0.15076997613704857,0.9999999999997614,0,,3835988,0.15076997613708454,0.4384997592528629,A,45,27,0.4384997592528167,0.806938598911315,0.6561686227742665,,OK,FULL,V5_SRC_DOM
SENS_M2A,287.77874619440956,0.005844583542334858,0.9999999999669283,0,,3835988,0.005844583542528148,0.01667871728361731,A,26,23,0.016678717283068176,0.6554229388114097,0.6495783552690748,,OK,FULL,V5_SRC_DOM
RQ3,230.55089824558738,0.32720300867513274,0.999999999999718,0,,3835988,0.327203008675225,0.4000037530343109,B,23,8,0.4000037530341975,0.5092031619407967,0.182000153265664,,OK,FULL,V5_SRC_DOM
RQ4,302.51348232445093,0.00923025875298078,1.0000000000092495,0,,3835988,0.009230258752895404,0.018806679336804823,B,27,23,0.018806679336975198,0.5184334206937775,0.5092031619407967,,OK,FULL,V5_SRC_DOM
RQ5,1175.284950001191,0.21116682909017515,1.000000000000469,0,,3835988,0.2111668290900761,0.43849975925302154,B,45,27,0.4384997592532198,0.7296002497839527,0.5184334206937775,,OK,FULL,V5_SRC_DOM
SENS_M2A,287.77874619440956,0.008185861705530706,1.0000000000074867,0,,3835988,0.008185861705469422,0.01667871728318581,B,26,23,0.0166787172833075,0.5173890236463274,0.5092031619407967,,OK,FULL,V5_SRC_DOM
RQ3,230.23137858065556,0.6211786309432095,1.0003624420146513,1,,3785441,0.6209535712798299,0.6392520223337895,A,22,7,0.6390787177645209,0.64918783594995,0.028009205006740534,,OK,KNOWN_DIR,V5_SRC_DOM
RQ4,301.91768641514483,0.006613606046162235,1.0035413647392015,1,,3785441,0.0065902675051974224,0.018806679336993738,A,26,22,0.018852271169304945,0.6558014419961122,0.64918783594995,,OK,KNOWN_DIR,V5_SRC_DOM
RQ5,1171.076967055715,0.15099011355748226,1.0014600879169575,1,,3785441,0.15076997613708454,0.4384997592528629,A,44,26,0.43867154596207464,0.8067915555535945,0.6558014419961122,,OK,KNOWN_DIR,V5_SRC_DOM
SENS_M2A,287.2601182566872,0.005877953841781358,1.0057096111314674,1,,3785441,0.005844583542528148,0.01667871728361731,A,25,22,0.016755273745133754,0.6550657897917314,0.64918783594995,,OK,KNOWN_DIR,V5_SRC_DOM
RQ3,230.23137858065556,0.3263513025333121,0.9973970100539074,1,,3785441,0.327203008675225,0.4000037530343109,B,22,7,0.39965383605095595,0.5097663655337277,0.18341506300041555,,OK,KNOWN_DIR,V5_SRC_DOM
RQ4,301.91768641514483,0.009242017413520376,1.001273925351365,1,,3785441,0.009230258752895404,0.018806679336804823,B,26,22,0.01885227116981142,0.519008382947248,0.5097663655337277,,OK,KNOWN_DIR,V5_SRC_DOM
RQ5,1171.076967055715,0.2109973362473192,0.9991973510068448,1,,3785441,0.2111668290900761,0.43849975925302154,B,44,26,0.4386715459620545,0.7300057191945672,0.519008382947248,,OK,KNOWN_DIR,V5_SRC_DOM
SENS_M2A,287.2601182566872,0.008213998744609707,1.0034372727212684,1,,3785441,0.008185861705469422,0.01667871728318581,B,25,22,0.016755273745246917,0.5179803642783374,0.5097663655337277,,OK,KNOWN_DIR,V5_SRC_DOM
RQ3,271.22468255557874,0.6549929923847024,1.054817981052456,0,,3728608,0.6209535712798299,0.6392520223337895,A,23,8,0.6712807225391763,0.6792566567617518,0.02426366437704941,,OK,NO_ANOMALY,V5_SRC_DOM
RQ4,360.64452241443456,0.00528888022799856,0.8025289146195475,0,,3728608,0.0065902675051974224,0.018806679336993738,A,27,23,0.016489446591787815,0.6845455369897504,0.6792566567617518,,OK,NO_ANOMALY,V5_SRC_DOM
RQ5,1787.934848689593,0.12252054807336155,0.8126322707775866,0,,3728608,0.15076997613708454,0.4384997592528629,A,45,27,0.3883937697511056,0.807066085063112,0.6845455369897504,,OK,NO_ANOMALY,V5_SRC_DOM
SENS_M2A,341.88109126959466,0.005045131593937935,0.8632148992698974,0,,3728608,0.005844583542528148,0.01667871728361731,A,26,23,0.01572949743243903,0.6843017883556898,0.6792566567617518,,OK,NO_ANOMALY,V5_SRC_DOM
RQ3,271.22468255557874,0.35582372811362084,1.0874708321120732,0,,3728608,0.327203008675225,0.4000037530343109,B,23,8,0.44212600635008914,0.5510221036828957,0.19519837556927488,,OK,NO_ANOMALY,V5_SRC_DOM
RQ4,360.64452241443456,0.007403397042553328,0.8020790360000455,0,,3728608,0.009230258752895404,0.018806679336804823,B,27,23,0.016489446592543287,0.558425500725449,0.5510221036828957,,OK,NO_ANOMALY,V5_SRC_DOM
RQ5,1787.934848689593,0.17150478439901984,0.81217672840966,0,,3728608,0.2111668290900761,0.43849975925302154,B,45,27,0.38839376975069834,0.7299302851244689,0.558425500725449,,OK,NO_ANOMALY,V5_SRC_DOM
SENS_M2A,341.88109126959466,0.007062196667298348,0.8627310014997821,0,,3728608,0.008185861705469422,0.01667871728318581,B,26,23,0.01572949743234232,0.5580843003501941,0.5510221036828957,,OK,NO_ANOMALY,V5_SRC_DOM
RQ3,299.05896597324323,0.6353666936188609,1.0232112721557016,0,,2387120,0.6209535712798299,0.6392520223337895,A,23,8,0.681818501216595,0.7034959795136384,0.06812928589477751,,OK,CENTRAL_LENGTH,V5_SRC_DOM
RQ4,399.8917601981941,0.005765378180406122,0.8748321939677335,0,,2387120,0.0065902675051974224,0.018806679336993738,A,27,23,0.019444519406344153,0.7092613576940445,0.7034959795136384,,OK,CENTRAL_LENGTH,V5_SRC_DOM
RQ5,2330.246769552465,0.10707780034852021,0.7102063891763297,0,,2387120,0.15076997613708454,0.4384997592528629,A,45,27,0.3682957294539407,0.8163391580425647,0.7092613576940445,,OK,CENTRAL_LENGTH,V5_SRC_DOM
SENS_M2A,374.62505953519553,0.005369433464101014,0.9187024918080645,0,,2387120,0.005844583542528148,0.01667871728361731,A,26,23,0.01810914218057962,0.7088654129777394,0.7034959795136384,,OK,CENTRAL_LENGTH,V5_SRC_DOM
RQ3,299.05896597324323,0.39590158289518174,1.2099570370642452,0,,2387120,0.327203008675225,0.4000037530343109,B,23,8,0.45396650979226305,0.523807332867029,0.12790574997184723,,OK,CENTRAL_LENGTH,V5_SRC_DOM
RQ4,399.8917601981941,0.009259337556816183,1.0031503779795619,0,,2387120,0.009230258752895404,0.018806679336804823,B,27,23,0.019444519405483883,0.5330666704238451,0.523807332867029,,OK,CENTRAL_LENGTH,V5_SRC_DOM
RQ5,2330.246769552465,0.17196955122260893,0.814377674579055,0,,2387120,0.2111668290900761,0.43849975925302154,B,45,27,0.3682957294539443,0.7050362216464541,0.5330666704238451,,OK,CENTRAL_LENGTH,V5_SRC_DOM
SENS_M2A,374.62505953519553,0.008623440714347175,1.0534554607226485,0,,2387120,0.008185861705469422,0.01667871728318581,B,26,23,0.018109142180341854,0.5324307735813761,0.523807332867029,,OK,CENTRAL_LENGTH,V5_SRC_DOM
RQ3,206.71350284933928,0.6047057576899072,0.9738340926899981,2,,2485963,0.6209535712798299,0.6392520223337895,A,21,6,0.6210222895794235,0.630979423165854,0.026273665475946784,,OK,SOURCE_025,V5_SRC_DOM
RQ4,269.4440302681141,0.00776749355504347,1.178630996225514,2,,2485963,0.0065902675051974224,0.018806679336993738,A,25,21,0.021048944266689282,0.6387469167208975,0.630979423165854,,OK,SOURCE_025,V5_SRC_DOM
RQ5,921.4994824149675,0.17942656878098884,1.1900682972705976,2,,2485963,0.15076997613708454,0.4384997592528629,A,43,25,0.4966783041748177,0.8181734855018863,0.6387469167208975,,OK,SOURCE_025,V5_SRC_DOM
SENS_M2A,255.99700997163876,0.006916513992335616,1.183405787941529,2,,2485963,0.005844583542528148,0.01667871728361731,A,24,21,0.018742895183983737,0.6378959371581896,0.630979423165854,,OK,SOURCE_025,V5_SRC_DOM
RQ3,206.71350284933928,0.38750564265940557,1.18429730896526,2,,2485963,0.327203008675225,0.4000037530343109,B,21,6,0.3990221521022766,0.41636747246558425,0.028861829806178685,,OK,SOURCE_025,V5_SRC_DOM
RQ4,269.4440302681141,0.012284848544291016,1.3309321952038917,2,,2485963,0.009230258752895404,0.018806679336804823,B,25,21,0.021048944266675747,0.42865232100987527,0.41636747246558425,,OK,SOURCE_025,V5_SRC_DOM
RQ5,921.4994824149675,0.28377599629490924,1.343847409736217,2,,2485963,0.2111668290900761,0.43849975925302154,B,43,25,0.4966783041746006,0.7124283173047845,0.42865232100987527,,OK,SOURCE_025,V5_SRC_DOM
SENS_M2A,255.99700997163876,0.010938963289504278,1.3363239794529338,2,,2485963,0.008185861705469422,0.01667871728318581,B,24,21,0.018742895183920718,0.42730643575508853,0.41636747246558425,,OK,SOURCE_025,V5_SRC_DOM
RQ3,364.4588388732649,0.7115735844579305,1.1459368580348548,4,,1350025,0.6209535712798299,0.6392520223337895,A,19,4,0.7339647779740037,0.7420807616250429,0.030507177167112376,,OK,SOURCE_026,V5_SRC_DOM
RQ4,490.23159889222177,0.006062799139756603,0.9199625257965885,4,,1350025,0.0065902675051974224,0.018806679336993738,A,23,19,0.023506579726102646,0.7481435607647995,0.7420807616250429,,OK,SOURCE_026,V5_SRC_DOM
RQ5,3590.1772759777828,0.07742507407096655,0.5135311157744654,4,,1350025,0.15076997613708454,0.4384997592528629,A,41,23,0.3074174887331818,0.825568634835766,0.7481435607647995,,OK,SOURCE_026,V5_SRC_DOM
SENS_M2A,464.5409397790628,0.005371662748749673,0.9190839192669137,4,,1350025,0.005844583542528148,0.01667871728361731,A,22,19,0.02082691769173291,0.7474524243737926,0.7420807616250429,,OK,SOURCE_026,V5_SRC_DOM
RQ3,364.4588388732649,0.47246273609786227,1.4439437400369968,4,,1350025,0.327203008675225,0.4000037530343109,B,19,4,0.48172536259831483,0.4916907594066042,0.01922802330874196,,OK,SOURCE_026,V5_SRC_DOM
RQ4,490.23159889222177,0.011948611689227562,1.2945045213905242,4,,1350025,0.009230258752895404,0.018806679336804823,B,23,19,0.02350657972552074,0.5036393710958318,0.4916907594066042,,OK,SOURCE_026,V5_SRC_DOM
RQ5,3590.1772759777828,0.15258993804389376,0.7226037285373282,4,,1350025,0.2111668290900761,0.43849975925302154,B,41,23,0.30741748873348723,0.6562293091397255,0.5036393710958318,,OK,SOURCE_026,V5_SRC_DOM
